EPIC,Name_IAU,RAdeg,DEdeg,Other,Vmag,Ksmag_R16,(V-K)0,Per1,Per2,Per3,Per4,Ampl,LC,memb,Per_lit,vsini,Per_cat,dd,ddm,shch,beat,cpeak,resc,resd,dscu,cloud,Name_adopt,Ksmag_S16,(V-K),Mass,Mbol,Radius,Teff,Delmag,E(B-V)
211086163.0,034524.77+242045.4,56.35324,24.34596,DH392,,12.24,5.34,0.941,,,,0.026,LC1,best,,,single,yes,no,no,no,no,no,no,no,no,DH392,12.23,5.34,0.31,9.12,0.45,3143.0,0.26,
211028956.0,034525.97+232548.7,56.35824,23.4302,HII659,12.04,9.53,1.69,2.804,2.6719,,,0.059,LC3,ok,,12.2,multi,no,no,no,yes,yes,yes,no,no,no,HII659,9.52,2.4,0.83,5.82,0.87,4817.0,0.34,
211066615.0,034526.13+240206.4,56.3589,24.03513,HII652,8.04,7.46,0.47,0.1212,0.0871,0.042,,0.002,LC4,best,,,multi,no,no,no,no,no,yes,no,yes,no,HII652,7.45,0.47,,2.23,1.65,8003.0,,
210971340.0,034526.55+223132.2,56.36063,22.52562,HHJ267,17.4,12.25,5.04,1.2096,,,,0.107,LC1,best,1.21,,single,no,no,no,no,no,no,no,no,no,HHJ267,12.24,5.04,0.38,9.11,0.42,3239.0,-0.25,
211041420.0,034527.50+233757.1,56.36462,23.63253,HHJ106,,13.26,5.48,0.2958,,,,0.032,LC1,best,,,single,no,no,no,no,no,no,no,no,no,HHJ106,13.25,5.48,0.25,10.15,0.29,3102.0,-0.37,
211084069.0,034530.21+241845.5,56.37591,24.31265,HII673,15.74,11.13,4.5,2.1929,,,,0.029,LC1,best,2.2,14.0,single,no,no,no,no,no,no,no,no,no,HII673,11.12,4.5,0.49,7.95,0.64,3440.0,0.25,
211083408.0,034532.93+241811.6,56.38722,24.30324,HII686,13.52,10.22,3.19,0.3976,,,,0.075,LC3,best,0.4,71.0,single,no,no,yes,no,no,no,no,no,no,HII686,10.21,3.19,0.71,6.79,0.76,4123.0,0.13,
211013191.0,034533.98+231106.7,56.3916,23.1852,DH396,,13.01,5.62,0.5883,,,,0.019,LC1,best,,,single,no,no,no,no,no,no,no,no,no,DH396,13.0,5.62,0.22,9.91,0.33,3064.0,0.11,
211093705.0,034534.45+242747.8,56.39355,24.46329,HII697,8.6,7.64,0.85,0.3279,0.315,0.2998,,0.002,LC1,best,,,multi,no,no,no,yes,no,yes,no,yes,no,HII697,7.63,0.85,1.46,2.8,1.63,7062.0,0.23,
211069456.0,034535.39+240459.5,56.39748,24.08321,HII708,10.11,8.6,1.4,1.0199,0.9994,,,0.011,LC1,best,0.29,45.0,multi,no,no,no,yes,no,yes,no,no,no,HII708,8.59,1.4,1.12,4.22,1.25,5824.0,0.24,
211105653.0,034536.71+243906.7,56.40298,24.65188,HCG194,16.73,11.35,5.27,0.3334,0.3446,,,0.028,LC1,best,0.33,,multi,no,no,no,yes,no,yes,no,no,no,HCG194,11.34,5.27,0.32,8.23,0.67,3164.0,1.05,
211061207.0,034538.98+235701.1,56.41243,23.95031,WBM5,,13.25,5.74,0.347,,,,0.015,LC1,best,,,single,no,no,no,no,no,no,no,no,no,WBM5,13.24,5.74,0.22,10.16,0.3,3034.0,-0.07,
211072835.0,034539.28+240820.5,56.41367,24.13904,HHJ130,,13.06,5.64,0.8158,,,,0.018,LC1,best,,,single,no,no,no,no,no,no,no,no,no,HHJ130,13.05,5.64,0.22,9.96,0.32,3059.0,0.07,
211104176.0,034540.16+243738.0,56.41737,24.62724,HII727,9.71,8.29,1.31,1.1394,1.1835,,,0.021,LC1,best,0.53,45.0,multi,yes,yes,yes,yes,no,yes,no,no,no,HII727,8.28,1.31,1.19,3.85,1.33,6132.0,0.34,
211082436.0,034541.38+241718.9,56.42243,24.28859,HII745,9.46,8.04,1.31,0.8383,,,,0.003,LC1,best,,65.0,single,yes,no,no,no,no,no,no,no,no,HII745,8.03,1.31,1.19,3.61,1.45,6212.0,0.59,
211120842.0,034542.11+245421.5,56.42548,24.90599,HII739,9.57,7.94,1.52,1.5775,1.7112,,,0.015,LC3,best,0.92,14.4,multi,no,no,no,yes,no,yes,no,no,no,HII739,7.93,1.52,1.06,3.67,1.59,5843.0,1.08,
211129400.0,034542.44+250325.5,56.42687,25.05709,HII740,13.4,10.5,2.79,2.8396,2.6899,,,0.041,LC3,best,2.77,14.0,multi,no,no,no,yes,no,yes,no,no,no,HII740,10.49,2.79,0.77,6.95,0.61,4452.0,-0.4,
211068914.0,034544.07+240426.7,56.43364,24.0741,HII762,14.23,10.64,3.48,3.7965,,,,0.026,LC1,best,3.84,9.0,single,no,no,yes,no,no,no,no,no,no,HII762,10.63,3.48,0.66,7.29,0.66,3944.0,-0.08,
210922602.0,034546.92+214449.3,56.44553,21.74705,HHJ128,,12.82,5.91,0.1958,0.2172,,,0.018,LC1,best,,,multi,no,no,no,no,no,yes,no,no,no,HHJ128,12.81,5.91,0.19,9.74,0.37,2993.0,0.59,
211010902.0,034548.80+230849.7,56.45337,23.14716,HII801,6.85,6.74,0.0,3.0876,3.2574,2.8975,,0.001,LC1,best,,,multi,no,no,no,no,yes,yes,no,no,no,HII801,6.73,0.0,,,,,,
211090866.0,034549.35+242507.3,56.45565,24.4187,BPL77,,11.8,4.86,2.4271,,,,0.014,LC1,best,,,single,yes,no,no,no,yes,no,no,no,no,BPL77,11.79,4.86,0.41,8.65,0.5,3303.0,0.03,
211082883.0,034551.32+241744.5,56.46385,24.2957,UGCSJ034551.33+241744.2,,12.73,5.51,0.4114,,,,0.03,LC1,best,,,single,no,no,no,no,no,no,no,no,no,UGCSJ034551.33+241744.2,12.72,5.51,0.25,9.62,0.37,3094.0,0.21,
211031105.0,034552.74+232754.2,56.46978,23.46507,HCG202,,12.33,5.3,0.6841,,,,0.086,LC2,best,,,single,no,no,no,no,no,no,no,no,no,HCG202,12.32,5.3,0.31,9.21,0.43,3154.0,0.11,
211078239.0,034554.98+241326.1,56.47909,24.22394,BPL82,,11.85,5.52,0.383,0.3644,,,0.022,LC1,best,,,multi,no,no,no,yes,no,yes,no,no,no,BPL82,11.84,5.52,0.23,8.74,0.55,3091.0,1.18,
211003154.0,034556.95+230129.2,56.48732,23.02478,HCG205,17.9,12.58,5.21,0.5743,,,,0.026,LC1,best,0.57,,single,no,no,no,no,no,no,no,no,no,HCG205,12.57,5.21,0.33,9.46,0.37,3183.0,-0.25,
211086480.0,034557.07+242101.1,56.48783,24.35031,,,12.84,6.32,0.2103,,,,0.012,LC1,best,,,single,no,no,no,no,no,no,no,no,no,,12.83,6.32,0.15,9.8,0.38,2911.0,0.96,
211073154.0,034557.90+240841.0,56.49126,24.14475,DH412,,13.68,5.87,0.2184,,,,0.023,LC1,best,,,single,no,no,no,no,no,no,no,no,no,DH412,13.67,5.87,0.19,10.6,0.25,3003.0,-0.32,
211047828.0,034602.75+234414.6,56.51148,23.73739,HII870,12.61,9.26,1.74,3.9585,4.2952,,,0.021,LC3,best,3.93,9.7,multi,no,no,no,yes,yes,yes,no,no,no,HII870,9.09,1.81,0.7,5.06,0.95,5508.0,1.14,0.53
211107496.0,034602.95+244055.8,56.51231,24.68218,BPL85,,13.14,6.4,5.8529,,,,0.1,LC4,best,,,single,no,no,no,no,no,no,no,no,no,BPL85,13.13,6.4,0.14,10.11,0.33,2897.0,0.73,
211086387.0,034603.44+242057.1,56.51437,24.3492,HCG206,,12.56,5.45,0.3745,,,,0.014,LC1,best,,,single,no,no,no,no,no,no,no,no,no,HCG206,12.55,5.45,0.26,9.45,0.39,3111.0,0.23,
211027393.0,034604.12+232419.9,56.51717,23.40553,HII882,12.95,9.89,2.95,0.5785,,,,0.043,LC1,best,0.58,80.0,multi,yes,yes,yes,yes,no,no,no,no,no,HII882,9.88,2.95,0.75,6.41,0.82,4336.0,0.3,
211059727.0,034604.29+235540.8,56.51789,23.92801,HHJ363,,11.82,5.15,0.4336,,,,0.02,LC1,best,,,single,no,no,no,no,no,no,no,no,no,HHJ363,11.81,5.15,0.35,8.69,0.53,3203.0,0.37,
211074500.0,034604.55+240956.0,56.51899,24.16557,BPL88,,13.18,5.65,0.728,,,,0.033,LC4,best,,,single,no,no,no,no,no,no,no,no,no,BPL88,13.17,5.65,0.22,10.08,0.3,3056.0,-0.04,
211000470.0,034605.24+225853.9,56.52185,22.98165,HCG214,14.0,10.5,3.39,9.8931,8.0227,,,0.011,LC1,best,8.6,,multi,no,no,no,yes,no,yes,no,no,no,HCG214,10.49,3.39,0.68,7.13,0.69,3998.0,0.0,
211103222.0,034605.63+243644.4,56.52346,24.61235,SK488,,11.44,4.6,1.1298,,,,0.059,LC1,best,,,single,no,no,no,no,no,no,no,no,no,SK488,11.43,4.6,0.46,8.27,0.57,3399.0,0.1,
211103322.0,034605.68+243649.9,56.52369,24.61388,UGCSJ034605.69+243649.7,,13.06,5.56,1.1297,,,,0.06,LC2,best,,,single,no,no,no,no,no,no,no,no,no,UGCSJ034605.69+243649.7,13.05,5.56,0.23,9.96,0.32,3081.0,0.0,
211100398.0,034606.49+243402.6,56.52706,24.56741,HII879,12.79,10.17,2.51,7.0484,,,,0.036,LC3,best,7.07,6.4,multi,yes,yes,yes,yes,no,no,no,no,no,HII879,10.16,2.51,0.81,6.49,0.69,4651.0,-0.24,
211100131.0,034606.89+243346.0,56.52874,24.5628,HII883,13.05,10.29,2.65,7.9101,6.8323,,,0.029,LC3,best,7.04,3.8,multi,no,no,no,no,yes,yes,no,no,no,HII883,10.28,2.65,0.8,6.67,0.66,4539.0,-0.3,
211087985.0,034607.50+242227.7,56.53126,24.37438,HII890,14.71,10.86,3.74,5.0781,5.6582,,,0.018,LC1,best,5.17,5.4,multi,no,no,no,yes,yes,yes,no,no,no,HII890,10.85,3.74,0.62,7.57,0.63,3799.0,-0.14,
211118542.0,034607.76+245200.4,56.53236,24.8668,HII885,12.08,9.36,2.61,6.9551,,,,0.017,LC1,best,6.83,5.7,single,yes,yes,yes,no,yes,no,no,no,no,HII885,9.35,2.61,0.8,5.74,0.99,4607.0,0.62,
211023687.0,034608.35+232051.0,56.53483,23.34752,HII915,13.79,10.4,3.28,3.9299,,,,0.089,LC2,best,,9.3,single,no,no,no,no,no,no,no,no,no,HII915,10.39,3.28,0.69,7.0,0.71,4065.0,0.02,
211107114.0,034608.69+244033.2,56.53622,24.67591,HCG209,,12.71,5.37,1.986,,,,0.108,LC4,best,,,single,no,no,no,no,no,no,no,no,no,HCG209,12.7,5.37,0.3,9.6,0.36,3133.0,-0.14,
210983092.0,034609.58+224237.4,56.53994,22.71039,HCG217,17.3,11.9,5.29,0.8677,0.9494,,,0.022,LC1,best,,8.0,multi,no,no,no,yes,no,yes,no,no,no,HCG217,11.89,5.29,0.32,8.78,0.52,3158.0,0.52,
210881103.0,034609.87+210552.7,56.54115,21.09799,DH425,,12.25,5.1,0.4625,,,,0.041,LC1,best,,,single,no,no,no,no,no,no,no,no,no,DH425,12.24,5.1,0.37,9.12,0.43,3220.0,-0.15,
211106969.0,034609.89+244025.0,56.54122,24.67362,HII906,15.2,10.59,4.5,1.9819,,,,0.049,LC1,best,2.0,15.0,single,no,no,no,no,no,no,no,no,no,HII906,10.58,4.5,0.49,7.41,0.82,3440.0,0.79,
211023213.0,034610.04+232024.0,56.54187,23.34001,HII923,10.16,8.69,1.36,2.8527,,,,0.02,LC1,best,2.85,18.2,multi,yes,yes,yes,yes,yes,no,no,no,no,HII923,8.68,1.36,1.15,4.28,1.15,5968.0,0.05,
211103863.0,034611.74+243720.3,56.54893,24.62231,HII916,11.71,9.54,2.06,5.9772,,,,0.132,LC3,best,5.91,6.1,single,no,no,no,no,no,no,no,no,no,HII916,9.53,2.06,0.91,5.62,0.88,5038.0,0.01,
211038588.0,034612.66+233513.9,56.55275,23.58721,UGCSJ034612.66+233513.5,,12.99,5.62,0.5507,,,,0.022,LC1,best,,,single,no,no,no,no,no,no,no,no,no,UGCSJ034612.66+233513.5,12.98,5.62,0.22,9.89,0.33,3065.0,0.13,
211067768.0,034612.86+240315.7,56.55361,24.05437,HII930,14.2,10.6,3.49,1.3879,,,,0.06,LC2,best,1.39,19.0,single,no,no,no,no,no,no,no,no,no,HII930,10.59,3.49,0.66,7.26,0.67,3938.0,-0.05,
210982761.0,034613.84+224219.8,56.55769,22.70551,HHJ200,,12.46,5.63,0.3079,0.3899,,,0.009,LC1,best,,,multi,no,no,no,no,no,yes,no,no,no,HHJ200,12.45,5.63,0.22,9.36,0.42,3061.0,0.67,
211107734.0,034617.93+244109.5,56.57472,24.686,HHJ367,16.51,11.69,4.71,5.5174,,,,0.038,LC3,best,5.49,,single,no,no,no,no,no,no,no,no,no,HHJ367,11.68,4.71,0.44,8.53,0.51,3357.0,-0.03,
210866744.0,034619.33+205247.2,56.58056,20.87978,PELS050,11.56,9.52,1.93,5.9344,2.8616,,,0.026,LC3,best,5.93,,multi,no,no,no,yes,yes,no,yes,no,no,PELS050,9.51,1.93,0.94,5.53,0.84,5245.0,-0.07,
211002561.0,034619.40+230055.7,56.58085,23.0155,HHJ47,,13.18,6.3,0.1807,0.1589,,,0.022,LC1,best,,,multi,no,no,no,no,no,yes,no,no,no,HHJ47,13.17,6.3,0.15,10.14,0.33,2914.0,0.6,
211125236.0,034619.85+245901.5,56.58273,24.98376,HHJ303,17.4,11.97,5.32,0.6783,0.5051,,,0.016,LC1,best,0.34,24.0,multi,yes,no,no,no,no,yes,no,no,no,HHJ303,11.96,5.32,0.31,8.85,0.5,3149.0,0.5,
211113696.0,034620.47+244707.7,56.58531,24.78548,HII974,13.96,10.54,3.31,6.3758,,,,0.024,LC4,best,6.58,4.2,single,no,no,yes,no,no,no,no,no,no,HII974,10.53,3.31,0.69,7.15,0.67,4047.0,-0.11,
211100238.0,034621.35+243352.4,56.58897,24.56458,HHJ105,,13.07,5.72,0.4397,,,,0.024,LC1,best,,,single,no,no,no,no,no,no,no,no,no,HHJ105,13.06,5.72,0.22,9.98,0.32,3040.0,0.1,
211007016.0,034621.39+230509.1,56.58914,23.08588,HHJ33,,13.7,5.81,0.3742,,,,0.026,LC1,best,,,single,no,no,no,no,no,no,no,no,no,HHJ33,13.69,5.81,0.2,10.61,0.25,3016.0,-0.43,
211005799.0,034621.62+230401.0,56.5901,23.06695,DH440,,12.75,5.77,0.6772,0.5756,,,0.023,LC1,best,,,multi,no,no,no,yes,no,yes,no,no,no,DH440,12.74,5.77,0.21,9.66,0.38,3025.0,0.47,
211032382.0,034622.46+232908.2,56.59359,23.48563,UGCSJ034622.46+232908.0,,12.82,6.18,0.3797,,,,0.039,LC1,best,,,single,no,no,no,no,no,no,no,no,no,UGCSJ034622.46+232908.0,12.81,6.18,0.16,9.77,0.38,2936.0,0.86,
211100565.0,034622.67+243412.6,56.59447,24.57017,HII996,10.42,8.87,1.44,3.231,3.0359,,,0.016,LC3,best,3.09,11.9,multi,no,no,no,yes,no,yes,no,no,no,HII996,8.86,1.44,1.1,4.53,1.06,5876.0,0.03,
211102725.0,034623.02+243618.1,56.59593,24.60505,BPL99,,12.72,5.24,1.1143,,,,0.03,LC3,best,,,single,no,no,no,no,no,no,no,no,no,BPL99,12.71,5.24,0.33,9.6,0.35,3173.0,-0.35,
211066346.0,034623.46+240151.3,56.59776,24.03094,HCG218,,12.85,5.56,0.4678,,,,0.021,LC1,best,,,single,no,no,no,no,no,no,no,no,no,HCG218,12.84,5.56,0.23,9.75,0.35,3081.0,0.21,
211096320.0,034624.11+243012.9,56.60049,24.5036,BPL101,,13.84,5.99,0.1891,,,,0.045,LC1,best,,,single,no,no,no,no,no,no,no,no,no,BPL101,13.83,5.99,0.18,10.77,0.23,2976.0,-0.34,
211094777.0,034624.62+242846.5,56.60262,24.4796,HHJ249,18.3,12.54,5.65,0.8915,,,,0.024,LC1,best,0.89,,single,no,no,no,no,no,no,no,no,no,HHJ249,12.53,5.65,0.22,9.44,0.41,3057.0,0.6,
210903023.0,034625.16+212617.6,56.60487,21.43823,DH446,17.01,11.52,5.38,1.028,0.3107,,,0.06,LC1,best,,,multi,no,no,no,no,no,no,yes,no,no,DH446,11.51,5.38,0.29,8.41,0.63,3131.0,1.1,
211074151.0,034625.38+240936.3,56.60576,24.1601,HCG219,15.83,11.14,4.58,0.3224,,,,0.045,LC2,best,0.32,65.0,single,no,no,no,no,no,no,no,no,no,HCG219,11.13,4.58,0.47,8.12,0.56,3555.0,0.36,
211093117.0,034626.99+242714.1,56.6125,24.45392,HHJ326,,12.05,5.09,0.9143,,,,0.038,LC1,best,,,single,no,no,no,no,no,no,no,no,no,HHJ326,12.04,5.08,0.37,8.92,0.47,3224.0,0.04,
211133821.0,034627.35+250808.0,56.61396,25.13556,HII1015,10.54,8.99,1.44,3.4241,3.6675,,,0.018,LC3,best,1.72,9.6,multi,no,no,no,yes,no,yes,no,no,no,HII1015,8.98,1.44,1.1,4.65,1.02,5840.0,-0.09,
211052343.0,034627.68+234845.6,56.61537,23.81269,HHJ161,,12.65,6.27,2.3468,0.7581,,,0.007,LC1,ok,,,multi,no,no,no,no,no,no,yes,no,no,HHJ161,12.64,6.27,0.15,9.6,0.41,2920.0,1.1,
211038945.0,034627.77+233533.6,56.61573,23.59269,HII1039,12.96,9.82,2.38,5.343,,,,0.043,LC4,best,5.22,4.9,single,no,no,no,no,no,no,no,no,no,HII1039,9.73,2.42,0.74,6.06,0.75,4915.0,0.39,0.27
211091848.0,034628.40+242602.0,56.61837,24.43391,HII1032,11.1,9.16,1.83,1.3126,1.3531,,,0.033,LC1,best,1.32,37.2,multi,no,no,no,yes,yes,yes,no,no,no,HII1032,9.15,1.83,0.97,5.12,0.95,5418.0,0.18,
211112171.0,034628.62+244532.3,56.61927,24.75899,HII1029,14.34,10.65,3.58,9.1276,,,,0.034,LC3,best,9.41,7.0,single,no,no,no,no,no,no,no,no,no,HII1029,10.64,3.58,0.65,7.33,0.67,3887.0,-0.04,
210877263.0,034629.71+210217.0,56.62383,21.03808,DH452,,12.55,5.71,0.3183,,,,0.022,LC1,best,,,single,no,no,no,no,no,no,no,no,no,DH452,12.54,5.71,0.22,9.46,0.41,3041.0,0.62,
211003258.0,034631.01+230134.8,56.62922,23.02634,HHJ30,19.77,13.73,5.93,0.7278,,,,0.028,LC1,best,,,single,no,no,no,no,no,no,no,no,no,HHJ30,13.72,5.93,0.19,10.65,0.25,2989.0,-0.3,
211071504.0,034631.17+240702.4,56.62991,24.11735,HII1061,14.21,10.34,3.76,4.8107,4.4062,5.2734,1.0083,0.013,LC4,best,2.42,7.1,multi,no,no,no,yes,yes,yes,yes,no,no,HII1061,10.33,3.76,0.62,7.06,0.8,3788.0,0.4,
211021014.0,034632.87+231819.1,56.63698,23.30532,HII1081,14.61,10.78,3.72,6.9448,,,,0.049,LC3,best,6.8,9.0,single,no,no,yes,no,no,no,no,no,no,HII1081,10.77,3.72,0.62,7.49,0.65,3809.0,-0.06,
210997527.0,034634.79+225607.7,56.64497,22.93549,s5003270,,10.85,3.76,2.9684,,,,0.037,LC1,best,2.98,,single,yes,no,no,no,no,no,no,no,no,s5003270,10.84,3.76,0.62,7.57,0.63,3790.0,-0.11,
211027775.0,034635.32+232442.2,56.6472,23.41173,HII1103,14.77,10.72,3.94,0.7424,,,,0.05,LC1,best,0.74,18.0,single,no,no,no,no,no,no,no,no,no,HII1103,10.71,3.94,0.59,7.47,0.69,3695.0,0.18,
211066062.0,034635.52+240135.4,56.64803,24.02652,HHJ140,,12.78,5.89,0.2973,,,,0.014,LC1,best,,,single,no,no,no,no,no,no,no,no,no,HHJ140,12.77,5.89,0.19,9.7,0.38,2997.0,0.61,
211006108.0,034636.06+230417.3,56.65026,23.07149,SK465,,12.05,5.14,0.9588,,,,0.013,LC1,best,,,single,no,no,no,no,no,no,no,no,no,SK465,12.04,5.14,0.36,8.92,0.47,3207.0,0.12,
211086025.0,034637.26+242036.6,56.65528,24.34352,HII1100,12.25,9.36,2.78,4.317,7.2976,,,0.026,LC4,best,7.5,5.4,multi,no,no,no,yes,no,no,yes,no,no,HII1100,9.35,2.78,0.77,5.8,1.04,4432.0,0.73,
211050847.0,034637.67+234715.9,56.65699,23.78777,HII1117,10.2,8.53,1.56,6.1624,,,,0.004,LC3,best,,6.4,multi,no,no,no,yes,yes,no,no,no,no,HII1117,8.52,1.56,1.05,4.28,1.31,5609.0,0.53,
211111496.0,034637.77+244451.6,56.65739,24.74769,HII1095,11.83,9.63,2.09,7.1797,,,,0.014,LC4,best,0.87,3.6,single,no,no,yes,no,no,no,no,no,no,HII1095,9.62,2.09,0.9,5.73,0.82,5061.0,-0.06,
210996505.0,034638.39+225511.2,56.65998,22.9198,HII1132,9.42,8.15,1.16,6.839,,,,0.01,LC3,best,,40.0,single,no,no,yes,no,no,no,no,no,no,HII1132,8.14,1.16,1.26,3.58,1.39,6384.0,0.26,
211123901.0,034638.77+245734.6,56.66158,24.95962,HII1101,10.25,8.79,1.35,2.3141,,,,0.016,LC3,best,2.32,,multi,no,no,no,yes,no,no,no,no,no,HII1101,8.78,1.35,1.17,4.37,1.1,5974.0,-0.1,
211097402.0,034638.88+243113.1,56.66201,24.52033,HII1110,13.29,10.27,2.91,7.4791,,,,0.028,LC2,best,7.96,5.9,single,no,no,yes,no,no,no,no,no,no,HII1110,10.26,2.91,0.75,6.75,0.71,4314.0,-0.1,
211070664.0,034639.32+240611.6,56.66385,24.10324,HII1122,9.29,8.18,1.0,0.8702,0.9098,,,0.002,LC1,best,,28.6,multi,no,no,no,yes,no,yes,no,no,no,HII1122,8.17,1.0,1.37,3.46,1.39,6567.0,-0.09,
211066263.0,034639.38+240146.8,56.6641,24.02968,HII1124,12.32,9.85,2.36,6.1296,,,,0.046,LC4,best,6.42,4.5,single,no,no,yes,no,no,no,no,no,no,HII1124,9.84,2.36,0.84,6.1,0.77,4816.0,-0.02,
211008578.0,034639.99+230637.3,56.66665,23.11037,HII1139,9.37,8.23,1.03,1.8161,1.598,0.7836,,0.001,LC1,best,,31.4,multi,no,no,no,no,no,yes,no,no,no,HII1139,8.22,1.03,1.37,3.54,1.37,6489.0,-0.12,
211033155.0,034640.24+232952.0,56.66767,23.49778,HII1136,12.18,9.32,2.24,0.5243,,,,0.073,LC1,best,0.52,50.0,single,no,no,yes,no,no,no,no,no,no,HII1136,9.25,2.28,0.77,5.56,0.86,5142.0,0.75,0.22
211122237.0,034640.26+245551.7,56.66777,24.93103,HII1114,14.1,10.38,3.61,5.1665,,,,0.078,LC3,best,5.06,7.3,single,yes,yes,yes,no,no,no,no,no,no,HII1114,10.37,3.61,0.64,7.07,0.76,3870.0,0.25,
210991829.0,034640.39+225039.8,56.66833,22.8444,BPL107,,13.18,5.61,0.2955,,,,0.035,LC1,best,,,single,no,no,no,no,no,no,no,no,no,BPL107,13.17,5.61,0.22,10.08,0.3,3067.0,-0.07,
211040850.0,034643.17+233722.2,56.67991,23.62284,DH466,,13.1,5.97,0.5017,,,,0.018,LC1,best,,,single,no,no,no,no,no,no,no,no,no,DH466,13.09,5.97,0.18,10.03,0.33,2979.0,0.38,
211064137.0,034643.58+235942.5,56.68162,23.99515,DH467,16.12,11.57,4.44,2.234,,,,0.016,LC1,best,,,single,no,no,no,no,no,no,no,no,no,DH467,11.56,4.44,0.51,8.39,0.52,3465.0,-0.27,
211111611.0,034644.77+244458.6,56.68658,24.74961,BPL109,,13.35,5.7,1.3443,,,,0.014,LC1,best,,,single,yes,no,no,no,no,no,no,no,no,BPL109,13.34,5.7,0.22,10.26,0.28,3043.0,-0.19,
210996142.0,034647.05+225452.5,56.69608,22.91459,HII1182,10.48,8.93,1.44,3.0025,,,,0.03,LC3,best,3.0,16.4,single,no,no,yes,no,no,no,no,no,no,HII1182,8.92,1.44,1.1,4.58,1.08,5768.0,-0.03,
211005924.0,034648.77+230407.5,56.70325,23.06875,HCG245,16.04,11.42,4.51,0.2845,,,,0.049,LC1,best,0.28,,single,yes,no,no,no,no,no,no,no,no,HCG245,11.41,4.51,0.49,8.24,0.56,3436.0,-0.03,
211102393.0,034649.21+243600.0,56.70505,24.60001,HII1173,15.1,11.0,3.99,7.9111,,,,0.044,LC3,best,8.22,9.0,single,no,no,no,no,no,no,no,no,no,HII1173,10.99,3.99,0.58,7.76,0.62,3670.0,-0.05,
211035282.0,034650.08+233156.2,56.70867,23.5323,HCG240,17.8,12.39,5.3,2.1377,,,,0.075,LC2,best,2.14,,single,no,no,no,no,no,no,no,no,no,HCG240,12.38,5.3,0.31,9.27,0.41,3155.0,0.05,
211042246.0,034652.60+233843.2,56.71917,23.64535,HHJ247,,12.2,5.95,0.0824,,,,0.008,LC1,best,,,single,no,no,no,no,no,no,no,no,no,HHJ247,12.19,5.95,0.18,9.12,0.5,2985.0,1.25,
211080124.0,034652.96+241507.9,56.72068,24.25222,BPL112,,14.12,6.75,0.2261,,,,0.038,LC1,best,,,single,no,no,no,no,no,no,no,no,no,BPL112,14.11,6.75,0.11,11.15,0.22,2846.0,0.06,
210994089.0,034653.26+225251.3,56.72192,22.88094,HII1220,11.74,9.72,1.91,6.1515,,,,0.033,LC3,best,6.16,5.5,multi,no,no,no,yes,yes,no,no,no,no,HII1220,9.71,1.91,0.94,5.7,0.79,5195.0,-0.29,
211082363.0,034653.60+241715.0,56.72335,24.28751,HCG244,16.24,11.21,4.92,0.6607,0.2409,,,0.03,LC1,best,0.66,,multi,no,no,no,no,no,no,yes,no,no,HCG244,11.2,4.92,0.4,8.07,0.67,3280.0,0.68,
211038389.0,034653.73+233500.9,56.72391,23.58359,HII1215,10.55,9.01,1.43,3.5941,,,,0.018,LC3,best,,5.3,single,no,no,yes,no,no,no,no,no,no,HII1215,9.0,1.43,1.1,4.66,0.99,5901.0,-0.1,
211072438.0,034653.95+240757.3,56.72481,24.1326,MHO8,18.92,13.17,5.64,0.3912,,,,0.025,LC1,best,,,single,no,no,no,no,no,no,no,no,no,MHO8,13.16,5.64,0.22,10.07,0.31,3059.0,-0.04,
211139797.0,034654.02+251444.9,56.72512,25.24582,HCG241,16.19,11.49,4.59,2.6922,,,,0.017,LC1,best,2.69,7.0,single,no,no,no,no,no,no,no,no,no,HCG241,11.48,4.59,0.47,8.32,0.55,3404.0,0.02,
211093928.0,034654.87+242759.9,56.72863,24.46666,V1277Tau=BPL15,,14.0,6.32,0.1212,,,,0.025,LC1,best,0.12,,single,no,no,no,no,no,no,no,no,no,V1277Tau=BPL15,13.99,6.32,0.15,10.96,0.22,2909.0,-0.19,
211114329.0,034654.91+244746.8,56.72882,24.79634,HII1207,10.51,8.97,1.43,3.3705,3.1876,,,0.018,LC3,best,,5.1,multi,no,no,no,yes,yes,yes,no,no,no,HII1207,8.96,1.43,1.1,4.62,1.02,5864.0,-0.06,
211025779.0,034655.30+232249.5,56.73043,23.38043,HHJ95,,13.33,5.63,0.2824,,,,0.016,LC1,best,,,single,no,no,no,no,no,no,no,no,no,HHJ95,13.32,5.63,0.22,10.23,0.28,3062.0,-0.21,
211075914.0,034655.31+241116.8,56.73046,24.18802,BPL116,,12.88,6.1,0.2397,,,,0.023,LC1,best,,,single,no,no,no,no,no,no,no,no,no,BPL116,12.87,6.1,0.17,9.82,0.37,2952.0,0.73,
211017469.0,034657.09+231502.4,56.73789,23.25067,HCG247,15.5,11.13,4.26,1.2062,,,,0.034,LC1,best,1.21,,single,no,no,yes,no,no,no,no,no,no,HCG247,11.12,4.26,0.53,7.93,0.61,3544.0,0.05,
211037012.0,034658.16+233338.9,56.74235,23.56082,HHJ174,,12.85,5.14,0.9133,,,,0.03,LC1,ok,,,single,no,no,no,no,no,no,no,no,no,HHJ174,12.84,5.14,0.36,9.72,0.33,3207.0,-0.68,
