EPIC,Name_IAU,RAdeg,DEdeg,Other,Vmag_x,Ksmag_R16,(V-K)0,Per1,Per2,Per3,Per4,Ampl,LC,memb,Per_lit,vsini,Per_cat,dd,ddm,shch,beat,cpeak,resc,resd,dscu,cloud,Name_adopt,Ksmag_S16,(V-K),Mass,Mbol,Radius,Teff,Delmag,E(B-V),Object_name,Vmag_y,rmag,Icmag,Kmag,T_VI,T_VK,T_rK,T_IK,Period,A_r,R_o,Tspec,RV,EWHa,D_EWHa,TiO2n,D_TiO2n,TiO5n,D_TiO5n,Tquiet,fs1,Tspot1,fs2,Tspot2,multi,Flag,RAJ2000,DEJ2000
211047055.0,034957.62+234328.3,57.49012,23.724529999999998,DH644,,13.39,5.9,0.3019,,,,0.099,LC1,best,0.3,,single,no,no,no,no,no,no,no,no,no,DH644,13.38,5.9,0.19,10.31,0.28,2996.0,-0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211054599.0,034958.05+235055.2,57.491890000000005,23.848689999999998,HD23964,6.73,6.51,0.11,1.6412,1.5886,0.7875,,0.002,LC1,best,,,multi,no,no,no,yes,yes,yes,no,no,no,HD23964,6.5,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211046168.0,034958.33+234233.9,57.49306,23.709429999999998,SK293,16.33,11.57,4.65,1.3418,,,,0.047,LC1,best,1.34,,single,no,no,no,no,no,no,no,no,no,SK293,11.56,4.65,0.45,8.41,0.54,3380.0,0.02,,Cl* Melotte 22 SK293,16.333,99.0,13.857000000000001,11.567,3387.79,3365.64,,3324.76,1.34092259,0.0727,0.031160000000000004,3474.9,8.58,3.4716,3.362,0.7033,-0.0168,0.569,0.039,3387.79,0.182,2970.0,0.0,,0.0,1-1-1-1-1,57.493065,23.709436
211076441.0,034959.53+241145.9,57.498059999999995,24.19611,BPL220,,13.55,5.93,1.0385,,,,0.021,LC1,best,,,single,no,no,no,no,no,no,no,no,no,BPL220,13.54,5.93,0.19,10.47,0.27,2989.0,-0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211055468.0,035002.16+235144.8,57.50904,23.86245,HCG382,,11.99,4.93,0.6757,,,,0.038,LC4,best,,,single,no,no,no,no,no,no,no,no,no,HCG382,11.98,4.93,0.4,8.85,0.47,3276.0,-0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211020988.0,035004.99+231817.4,57.5208,23.30485,DH650,,13.4,5.71,0.321,,,,0.022000000000000002,LC1,best,,,single,yes,no,no,no,no,no,no,no,no,DH650,13.39,5.71,0.22,10.31,0.28,3041.0,-0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211071889.0,035005.05+240726.3,57.521080000000005,24.12398,HII2548,14.02,10.59,3.32,6.4254,,,,0.059000000000000004,LC4,best,6.44,5.7,single,no,no,no,no,no,no,no,no,no,HII2548,10.58,3.32,0.69,7.2,0.66,4040.0,-0.14,,Cl Melotte 22 2548,14.03,13.466,12.39,10.585999999999999,4187.07,4169.79,4168.29,4142.64,6.43833017,0.0384,0.24539,4007.25,11.98,0.6311,1.0921,0.9155,-0.0349,0.8538,-0.05,4187.07,0.365,3305.0,0.331,3470.0,0.0,1-1-1-1-1,57.521083999999995,24.123985
211156183.0,035008.40+253256.0,57.53504,25.54891,HCG386,,12.38,5.26,1.7487,,,,0.045,LC1,best,,,single,yes,no,no,no,no,no,no,no,no,HCG386,12.37,5.26,0.32,9.26,0.41,3169.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211064196.0,035012.25+235945.2,57.551080000000006,23.99589,HII2602,15.49,10.85,4.53,1.8401,,,,0.022000000000000002,LC1,best,,11.0,single,no,no,no,no,no,no,no,no,no,HII2602,10.84,4.53,0.49,7.68,0.73,3428.0,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211059658.0,035012.44+235536.2,57.55186,23.92673,SK279,,12.12,5.68,0.3645,0.3564,,,0.019,LC1,best,,,multi,no,no,no,no,no,yes,no,no,no,SK279,12.11,5.68,0.22,9.02,0.5,3048.0,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211149525.0,035014.74+252530.1,57.561440000000005,25.42505,DH662,,12.92,5.51,0.6652,,,,0.022000000000000002,LC1,best,,,single,no,no,no,no,no,no,no,no,no,DH662,12.91,5.51,0.25,9.81,0.34,3094.0,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211078413.0,035015.26+241336.1,57.5636,24.22672,HCG394,17.54,12.38,5.05,1.1204,,,,0.063,LC1,best,,,single,no,no,no,no,no,no,no,no,no,HCG394,12.37,5.05,0.38,9.25,0.4,3235.0,-0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211147023.0,035017.65+252246.3,57.57358000000001,25.37955,TrS151x,9.65,8.38,1.16,1.857,1.7823,,,0.004,LC1,best,,,multi,no,no,no,yes,yes,yes,no,no,no,TrS151x,8.37,1.16,1.26,3.83,1.14,6655.0,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211007717.0,035021.29+230547.0,57.58875,23.09639,HII2665,11.36,9.33,1.92,5.3657,,,,0.023,LC3,best,5.39,5.7,single,no,no,yes,no,no,no,no,no,no,HII2665,9.32,1.92,0.94,5.32,0.95,5184.0,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210950265.0,035022.91+221118.0,57.595459999999996,22.18836,HCG398,14.51,10.59,3.81,1.8957,,,,0.05,LC2,best,1.89,,single,no,no,no,no,no,no,no,no,no,HCG398,10.58,3.81,0.61,7.32,0.72,3762.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210855272.0,035024.94+204218.1,57.60395,20.70505,DH668,14.69,10.94,3.64,17.597,,,,0.004,LC1,ok,,,single,yes,no,no,no,no,no,no,no,no,DH668,10.93,3.64,0.64,7.63,0.59,3853.0,-0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211059754.0,035025.14+235541.9,57.604769999999995,23.92833,HCG396,,12.77,5.35,0.6601,,,,0.028999999999999998,LC1,best,,,single,no,no,no,no,no,no,no,no,no,HCG396,12.76,5.35,0.3,9.65,0.35,3140.0,-0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211025708.0,035027.34+232245.1,57.61391999999999,23.37921,SK273,,12.54,5.41,0.9801,,,,0.066,LC1,best,,,single,no,no,no,no,no,no,no,no,no,SK273,12.53,5.41,0.27,9.43,0.39,3124.0,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211005706.0,035027.82+230355.1,57.615919999999996,23.06531,DH671,,12.94,5.46,0.5589,,,,0.02,LC1,best,,,single,yes,no,no,no,no,no,no,no,no,DH671,12.93,5.46,0.26,9.83,0.33,3108.0,-0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210947594.0,035031.94+220847.7,57.63309,22.1466,HCG401,,12.12,5.09,1.0933,,,,0.016,LC2,best,,,single,yes,no,no,no,no,no,no,no,no,HCG401,12.11,5.09,0.37,8.99,0.45,3223.0,-0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210830104.0,035033.85+201938.7,57.641059999999996,20.32744,UGCSJ035033.86+201938.3,,14.0,6.78,1.128,,,,0.024,LC1,best,,,single,no,no,no,no,no,no,no,no,no,UGCSJ035033.86+201938.3,13.99,6.78,0.11,11.04,0.23,2842.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211149600.0,035035.71+252535.4,57.64881999999999,25.42651,PELS072,12.1,9.58,2.41,0.3144,,,,0.115,LC1,best,0.31,,single,no,no,no,no,no,no,no,no,no,PELS072,9.57,2.41,0.83,5.88,0.85,4818.0,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210967901.0,035037.40+222808.3,57.65585,22.468989999999998,HCG404,,12.37,5.3,1.7941,,,,0.069,LC2,best,1.79,,single,no,no,no,no,no,no,no,no,no,HCG404,12.36,5.3,0.31,9.25,0.42,3156.0,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211015258.0,035038.91+231302.7,57.662130000000005,23.21744,SK263,16.6,11.75,4.74,0.8891,0.2966,,,0.011000000000000001,LC1,best,0.89,,multi,no,no,no,no,no,no,yes,no,no,SK263,11.74,4.74,0.43,8.59,0.5,3346.0,-0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211147822.0,035039.29+252337.5,57.66373000000001,25.39377,DH679,12.45,9.43,2.91,0.5789,0.8204,,,0.038,LC1,best,0.58,,multi,no,no,no,yes,no,yes,no,no,no,DH679,9.42,2.91,0.75,5.91,1.04,4314.0,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211060078.0,035040.07+235559.0,57.66698,23.93306,HII2786,10.29,8.81,1.37,2.1644,2.2668,,,0.032,LC1,best,2.17,22.0,multi,no,no,no,yes,yes,yes,no,no,no,HII2786,8.8,1.37,1.14,4.41,1.13,5867.0,-0.04,,Cl Melotte 22 2786,10.29,10.1,9.61,8.853,6123.15,6118.86,6153.93,6114.28,2.16659808,0.0158,0.1781,5983.77,2.33,-1.9811,0.2967,0.9869,0.0019,0.9569,-0.0018,6123.15,0.0,,0.057999999999999996,3615.0,0.0,1-1-1-0-0,57.666985,23.933065
211161968.0,035041.19+253930.8,57.67163000000001,25.65856,DH682,,13.28,5.89,0.3277,,,,0.03,LC1,best,,,single,no,no,no,no,no,no,no,no,no,DH682,13.27,5.89,0.19,10.2,0.3,2999.0,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211022539.0,035051.43+231944.7,57.714330000000004,23.3291,HII2870,12.51,10.01,2.39,8.4496,3.8914,,,0.011000000000000001,LC1,best,7.89,4.0,multi,no,no,no,yes,yes,no,yes,no,no,HII2870,10.0,2.39,0.83,6.27,0.72,4775.0,-0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211062007.0,035052.43+235741.5,57.7185,23.96154,HII2866,6.93,6.58,0.24,0.3064,0.3389,0.9656,0.4081,0.003,LC1,best,,,multi,no,no,no,no,no,yes,no,yes,no,HII2866,6.57,0.24,,,,8281.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211053737.0,035054.31+235005.6,57.726330000000004,23.834889999999998,HII2881,11.57,9.05,2.41,6.6498,5.3667,,,0.027999999999999997,LC3,best,5.16,7.8,multi,no,no,no,yes,yes,yes,no,no,no,HII2881,9.04,2.41,0.83,5.34,1.1,4786.0,0.82,,Cl Melotte 22 2881,11.57,11.04,10.47,9.054,4947.28,4852.06,4979.25,4765.45,5.15798044,0.0305,0.25911,5024.37,9.6,-0.6211,0.4509,0.9732,-0.0057,0.9389,-0.0105,4947.28,0.138,3520.0,0.14800000000000002,3590.0,1.0,1-1-1-0-0,57.726337,23.834896
211158092.0,035056.60+253506.6,57.735859999999995,25.58519,HCG412,16.89,11.58,5.2,2.0791,,,,0.033,LC1,best,,,single,yes,no,no,no,no,no,no,no,no,HCG412,11.57,5.2,0.34,8.45,0.59,3186.0,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211059775.0,035058.16+235542.8,57.74235,23.92857,HCG414,,12.77,5.31,0.461,,,,0.028999999999999998,LC1,best,,,single,no,no,no,no,no,no,no,no,no,HCG414,12.76,5.31,0.31,9.65,0.35,3151.0,-0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211129308.0,035102.31+250319.6,57.75963,25.05547,HII2908,13.47,10.37,2.99,5.7885,,,,0.039,LC4,ok,,,single,no,no,yes,no,no,no,no,no,no,HII2908,10.36,2.99,0.75,6.88,0.69,4257.0,-0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211038382.0,035103.26+233500.5,57.763619999999996,23.583479999999998,UGCSJ035103.27+233500.0,,13.39,5.8,1.6572,,,,0.016,LC1,best,,,single,no,no,no,no,no,no,no,no,no,UGCSJ035103.27+233500.0,13.38,5.8,0.21,10.3,0.28,3019.0,-0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210963935.0,035103.91+222417.2,57.7663,22.40479,s4954485,,10.73,3.77,3.4151,,,,0.036000000000000004,LC2,best,,,single,no,no,yes,no,no,no,no,no,no,s4954485,10.72,3.77,0.62,7.45,0.67,3781.0,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211023807.0,035107.10+232057.7,57.77959,23.34938,DH695,,12.89,5.27,0.5784,,,,0.03,LC1,best,,,single,no,no,no,no,no,no,no,no,no,DH695,12.88,5.27,0.32,9.77,0.33,3164.0,-0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211048321.0,035111.87+234443.4,57.79948,23.74539,BPL232,,13.42,5.64,1.9607,,,,0.018000000000000002,LC1,best,,,single,no,no,no,no,no,no,no,no,no,BPL232,13.41,5.64,0.22,10.32,0.27,3059.0,-0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211060049.0,035112.07+235557.4,57.8003,23.93263,HII2966,14.86,10.9,3.85,4.5971,,,,0.087,LC2,best,4.56,9.0,single,no,no,yes,no,no,no,no,no,no,HII2966,10.89,3.85,0.6,7.63,0.63,3741.0,-0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211147423.0,035113.84+252311.6,57.80769,25.38656,,,11.97,5.08,0.5336,,,,0.09,LC1,best,,,single,no,no,no,no,no,no,no,no,no,,11.96,5.08,0.37,8.84,0.49,3224.0,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211019565.0,035115.81+231656.1,57.81589,23.28227,HCG423,14.84,10.82,3.91,0.4479,,,,0.071,LC1,best,,53.0,single,no,no,no,no,no,no,no,no,no,HCG423,10.81,3.91,0.59,7.56,0.66,3710.0,0.06,,Cl* Melotte 22 HCG 423,14.84,14.286,12.87,10.821,3810.34,3765.15,3751.79,3683.21,,,,3805.23,15.25,2.432,2.5867,0.8369,-0.0269,0.7425,-0.0025,3810.34,0.276,3160.0,0.022000000000000002,3300.0,0.0,1-1-1-1-1,57.815891,23.282273999999997
210878635.0,035116.61+210335.1,57.819219999999994,21.05975,DH700,,12.38,5.44,0.4748,,,,0.036000000000000004,LC1,best,,,single,no,no,no,no,no,no,no,no,no,DH700,12.37,5.44,0.26,9.27,0.43,3113.0,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211053255.0,035116.85+234935.7,57.82023,23.8266,HII2984,12.41,9.95,2.35,7.9471,,,,0.017,LC4,best,7.96,5.4,multi,yes,yes,yes,yes,yes,no,no,no,no,HII2984,9.94,2.35,0.84,6.19,0.74,4811.0,-0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211011910.0,035119.47+230949.6,57.831140000000005,23.16379,DH703,,12.17,5.18,0.9248,,,,0.057999999999999996,LC1,best,,,single,no,no,no,no,no,no,no,no,no,DH703,12.16,5.18,0.34,9.04,0.45,3191.0,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211135523.0,035122.13+250958.0,57.84222,25.16613,s5286016,,10.65,3.53,7.5694,,,,0.048,LC4,best,,,single,no,no,yes,no,no,no,no,no,no,s5286016,10.64,3.53,0.66,7.32,0.66,3916.0,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210945519.0,035123.87+220648.2,57.84946,22.11339,HCG420,13.19,10.2,2.88,6.4306,,,,0.042,LC4,best,6.37,,single,no,no,yes,no,no,no,no,no,no,HCG420,10.19,2.88,0.75,6.67,0.73,4335.0,-0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211131748.0,035123.88+250552.8,57.84952,25.09802,SK231,16.52,11.77,4.64,4.391,,,,0.019,LC1,best,,,single,no,no,no,no,no,no,no,no,no,SK231,11.76,4.64,0.45,8.61,0.49,3384.0,-0.17,,Cl* Melotte 22 SK231,16.521,99.0,14.062999999999999,11.767999999999999,3400.61,3371.66,,3319.39,,,,3399.95,5.71,2.4849,2.3835,0.6905,-0.0348,0.5343,-0.0022,3400.61,0.336,2950.0,0.027000000000000003,3040.0,-1.0,1-1-1-1-1,57.849522,25.098026
211138883.0,035136.40+251340.8,57.901680000000006,25.228,DH717,,12.09,5.41,0.6928,0.7786,,,0.025,LC1,best,,,multi,no,no,no,yes,no,yes,no,no,no,DH717,12.08,5.41,0.27,8.98,0.49,3122.0,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211013066.0,035138.02+231059.4,57.90841999999999,23.18317,HII3104,13.47,10.03,3.33,3.9578,,,,0.035,LC2,best,3.94,7.1,single,no,no,yes,no,no,no,no,no,no,HII3104,10.02,3.33,0.68,6.64,0.85,4034.0,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211025002.0,035139.06+232204.6,57.912769999999995,23.36795,BPL237,,13.12,5.49,0.3185,,,,0.023,LC1,best,,,single,no,no,no,no,no,no,no,no,no,BPL237,13.11,5.49,0.24,10.01,0.31,3099.0,-0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211125210.0,035140.44+245859.4,57.9185,24.983179999999997,HII3097,10.94,9.14,1.69,3.3701,,,,0.028999999999999998,LC1,best,3.48,14.6,multi,yes,yes,yes,yes,no,no,no,no,no,HII3097,9.13,1.69,1.01,4.98,1.01,5446.0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210917754.0,035142.08+214006.0,57.92535,21.66836,PELS068,11.48,9.45,1.92,5.4447,2.5443,,,0.013000000000000001,LC3,best,5.1,,multi,no,no,no,yes,yes,no,yes,no,no,PELS068,9.44,1.92,0.94,5.45,0.87,5246.0,-0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211020371.0,035151.14+231741.4,57.9631,23.29484,,,11.72,4.77,0.8689,,,,0.034,LC1,best,,,single,no,no,no,no,no,no,no,no,no,,11.71,4.77,0.43,8.57,0.51,3336.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211038222.0,035151.54+233449.4,57.96475,23.58041,BPL242,,13.39,5.84,0.8344,,,,0.025,LC1,best,,,single,yes,no,no,no,no,no,no,no,no,BPL242,13.38,5.84,0.2,10.31,0.28,3010.0,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210927253.0,035151.55+214917.1,57.9648,21.82142,UGCSJ035151.56+214916.8,,12.34,5.34,0.813,1.3089,,,0.07,LC1,best,,,multi,no,no,no,no,no,no,yes,no,no,UGCSJ035151.56+214916.8,12.33,5.34,0.31,9.22,0.43,3143.0,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210927331.0,035151.89+214921.9,57.96621,21.822770000000002,,,12.04,5.08,1.3131,,,,0.046,LC1,best,,,single,yes,no,no,no,no,no,no,no,no,,12.03,5.08,0.37,8.91,0.47,3225.0,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211036881.0,035154.50+233331.7,57.977090000000004,23.55882,HCG439,17.27,11.78,5.38,0.5778,0.3809,,,0.07200000000000001,LC1,best,0.58,,multi,no,no,no,no,no,yes,no,no,no,HCG439,11.77,5.38,0.29,8.67,0.56,3131.0,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211023176.0,035157.33+232021.9,57.988890000000005,23.33943,HII3187,13.15,10.2,2.84,7.3022,,,,0.049,LC3,best,7.63,6.2,single,no,no,yes,no,no,no,no,no,no,HII3187,10.19,2.84,0.76,6.65,0.72,4365.0,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211106636.0,035158.81+244004.6,57.99507,24.66796,,,11.9,4.85,0.3363,,,,0.013999999999999999,LC1,best,,,single,no,no,no,no,no,no,no,no,no,,11.89,4.85,0.41,8.75,0.48,3305.0,-0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211106535.0,035159.31+243959.0,57.99715,24.6664,,,12.05,4.97,0.9618,,,,0.05,LC1,best,,,single,no,no,no,no,no,no,no,no,no,,12.04,4.97,0.39,8.91,0.46,3261.0,-0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211127537.0,035201.63+250129.4,58.00682,25.02486,HCG447,,12.65,5.17,0.7129,,,,0.034,LC1,best,,,single,no,no,no,no,no,no,no,no,no,HCG447,12.64,5.17,0.35,9.52,0.36,3196.0,-0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211106344.0,035202.23+243947.8,58.009330000000006,24.6633,HII3197,12.1,9.06,2.93,0.2931,0.4319,,,0.026000000000000002,LC1,ok,0.43,,multi,no,no,no,no,no,yes,no,no,no,HII3197,9.05,2.93,0.75,5.57,1.2,4349.0,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211132111.0,035202.62+250615.1,58.01095,25.1042,BPL250,,12.84,5.51,0.5099,,,,0.032,LC1,best,,,single,no,no,no,no,no,no,no,no,no,BPL250,12.83,5.51,0.24,9.73,0.35,3093.0,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211127297.0,035203.57+250113.9,58.0149,25.02055,BPL251,,12.97,5.45,0.6317,,,,0.03,LC1,best,,,single,no,no,no,no,no,no,no,no,no,BPL251,12.96,5.45,0.27,9.86,0.32,3111.0,-0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210923443.0,035204.37+214539.2,58.01821999999999,21.7609,DH738,,13.29,5.84,0.8865,,,,0.025,LC1,best,,,single,no,no,no,no,no,no,no,no,no,DH738,13.28,5.84,0.2,10.2,0.3,3010.0,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210974893.0,035205.57+223455.3,58.02321,22.58205,SK201,16.19,11.48,4.6,1.9861,,,,0.019,LC1,best,,,single,no,no,no,no,no,no,no,no,no,SK201,11.47,4.6,0.46,8.31,0.56,3400.0,0.06,,Cl* Melotte 22 SK201,16.194000000000003,99.0,13.754000000000001,11.482999999999999,3413.44,3391.11,,3349.64,,,,3449.82,4.28,3.3527,3.2594,0.6974,-0.0331,0.5516,0.0085,3413.44,0.322,2960.0,0.0,,0.0,1-1-1-1-1,58.023212,22.582051999999997
210939705.0,035206.65+220114.6,58.027730000000005,22.02073,DH741,,13.12,5.56,0.4687,,,,0.037000000000000005,LC1,best,,,single,no,no,no,no,no,no,no,no,no,DH741,13.11,5.56,0.23,10.02,0.31,3081.0,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211151674.0,035207.94+252754.7,58.03311,25.46521,HCG449,,13.27,5.82,0.4606,,,,0.038,LC1,best,,,single,no,no,no,no,no,no,no,no,no,HCG449,13.26,5.82,0.2,10.18,0.3,3014.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210866482.0,035211.20+205233.8,58.0467,20.876070000000002,DH743,,12.6,5.48,0.3228,,,,0.032,LC1,best,,,single,no,no,no,no,no,no,no,no,no,DH743,12.59,5.48,0.25,9.49,0.39,3102.0,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211093203.0,035217.54+242719.7,58.07309,24.45549,BPL259,,12.48,5.33,0.5971,,,,0.032,LC1,best,,,single,no,no,no,no,no,no,no,no,no,BPL259,12.47,5.33,0.3,9.36,0.4,3147.0,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210939348.0,035218.44+220053.6,58.07686999999999,22.01489,DH749,15.75,11.39,4.25,1.9941,,,,0.027000000000000003,LC2,best,1.99,,single,yes,no,no,no,no,no,no,no,no,DH749,11.38,4.25,0.54,8.18,0.54,3548.0,-0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210907442.0,035224.57+213022.7,58.1024,21.506320000000002,,,11.48,4.85,1.8182,,,,0.035,LC1,ok,,,single,no,no,no,no,no,no,no,no,no,,11.47,4.85,0.41,8.33,0.58,3304.0,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211140155.0,035231.36+251507.8,58.130680000000005,25.25217,SK179,,11.91,4.8,1.2294,,,,0.038,LC1,best,,,single,no,no,no,no,no,no,no,no,no,SK179,11.9,4.8,0.42,8.76,0.47,3323.0,-0.14,,Cl* Melotte 22 SK179,16.7,99.0,14.16,11.91,3342.21,3354.53,,3377.42,,,,3349.17,0.05,7.1807,7.0414,0.664,-0.0365,0.5088,0.0024,3342.21,0.353,2915.0,0.0,,0.0,1-1-1-1-1,58.130680000000005,25.252174
210969937.0,035234.46+223007.8,58.14359,22.50217,HCG458,15.79,11.39,4.29,1.7664,,,,0.047,LC2,best,1.77,,single,no,no,yes,no,no,no,no,no,no,HCG458,11.38,4.29,0.53,8.19,0.55,3530.0,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211127164.0,035235.31+250104.7,58.147130000000004,25.01799,BPL265,,12.72,6.04,0.5157,0.3289,,,0.026000000000000002,LC1,best,,,multi,no,no,no,no,no,yes,no,no,no,BPL265,12.71,6.04,0.17,9.65,0.39,2965.0,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211171449.0,035238.90+255025.6,58.162119999999994,25.84046,HCG461,,12.22,5.34,1.057,,,,0.067,LC1,best,,,single,yes,no,no,no,no,no,no,no,no,HCG461,12.21,5.34,0.31,9.1,0.45,3144.0,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211093906.0,035243.22+242758.7,58.180119999999995,24.46631,BPL266,,12.93,5.23,0.6929,,,,0.04,LC1,best,,,single,no,no,no,no,no,no,no,no,no,BPL266,12.92,5.23,0.33,9.81,0.32,3176.0,-0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211086444.0,035244.46+242059.5,58.185280000000006,24.34988,BPL268,,13.13,5.46,0.4562,,,,0.023,LC1,best,,,single,no,no,no,no,no,no,no,no,no,BPL268,13.12,5.46,0.26,10.02,0.3,3109.0,-0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211141637.0,035245.34+251647.4,58.18894,25.27986,DH767,13.78,10.52,3.15,5.0017,5.5025,,,0.052000000000000005,LC4,best,5.13,,multi,no,no,no,yes,yes,yes,no,no,no,DH767,10.51,3.15,0.72,7.08,0.66,4149.0,-0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210919084.0,035245.65+214120.1,58.19025,21.68893,DH768,,11.96,5.0,1.1461,,,,0.062,LC1,best,,,single,no,no,no,no,no,no,no,no,no,DH768,11.95,5.0,0.39,8.82,0.48,3252.0,-0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210920246.0,035248.69+214228.3,58.20288000000001,21.70787,HCG460,14.76,10.66,3.99,0.5529999999999999,,,,0.031,LC1,ok,0.55,,single,no,no,no,no,no,no,no,no,no,HCG460,10.65,3.99,0.58,7.42,0.72,3670.0,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210971348.0,035251.70+223133.0,58.21545,22.52586,HCG462,,11.91,5.11,1.1077,,,,0.025,LC1,best,,,single,yes,no,no,no,no,no,no,no,no,HCG462,11.9,5.11,0.36,8.78,0.5,3216.0,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210924735.0,035253.00+214655.0,58.22084,21.78196,PELS069,11.77,9.35,2.31,1.7525,,,,0.055,LC2,best,1.76,,multi,no,no,no,yes,yes,no,no,no,no,PELS069,9.34,2.31,0.85,5.61,0.91,4954.0,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211124025.0,035255.91+245741.9,58.232980000000005,24.961660000000002,BPL275,,14.32,6.42,0.0925,,,,0.055,LC1,best,,,single,no,no,no,no,no,no,no,no,no,BPL275,14.31,6.42,0.14,11.3,0.19,2893.0,-0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
